State|County|Party|Candidate|Num|Percent|Won
kentucky|Oldham |Lib|G. Johnson|      299|1.0%|False
kentucky|Oldham |Dem|B. Obama (i)|     9,240|30.9%|False
kentucky|Whitley |Ind|R. Terry|       45|0.3%|False
kentucky|Whitley |Grn|J. Stein|       25|0.2%|False
kentucky|Whitley |GOP|M. Romney|    10,232|78.3%|True
kentucky|Whitley |Lib|G. Johnson|       83|0.6%|False
kentucky|Whitley |Dem|B. Obama (i)|     2,683|20.5%|False
kentucky|Greenup |Ind|R. Terry|      110|0.7%|False
kentucky|Greenup |Grn|J. Stein|       52|0.3%|False
kentucky|Greenup |GOP|M. Romney|     8,855|58.4%|True
kentucky|Greenup |Lib|G. Johnson|      115|0.8%|False
kentucky|Greenup |Dem|B. Obama (i)|     6,027|39.8%|False
kentucky|Clark |Ind|R. Terry|       61|0.4%|False
kentucky|Clark |Grn|J. Stein|       46|0.3%|False
kentucky|Clark |GOP|M. Romney|     9,931|64.4%|True
kentucky|Clark |Lib|G. Johnson|      144|0.9%|False
kentucky|Clark |Dem|B. Obama (i)|     5,228|33.9%|False
kentucky|Henry |Grn|J. Stein|       32|0.5%|False
kentucky|Henry |Ind|R. Terry|       27|0.4%|False
kentucky|Henry |GOP|M. Romney|     3,940|59.8%|True
kentucky|Henry |Lib|G. Johnson|       56|0.9%|False
kentucky|Henry |Dem|B. Obama (i)|     2,529|38.4%|False
kentucky|Lee |Ind|R. Terry|       17|0.6%|False
kentucky|Lee |Grn|J. Stein|       14|0.5%|False
kentucky|Lee |GOP|M. Romney|     1,977|75.4%|True
kentucky|Lee |Lib|G. Johnson|       20|0.8%|False
kentucky|Lee |Dem|B. Obama (i)|      595|22.7%|False
kentucky|Morgan |Ind|R. Terry|       46|1.0%|False
kentucky|Morgan |Grn|J. Stein|        8|0.2%|False
kentucky|Morgan |GOP|M. Romney|     3,021|67.6%|True
kentucky|Morgan |Lib|G. Johnson|       28|0.6%|False
kentucky|Morgan |Dem|B. Obama (i)|     1,369|30.6%|False
kentucky|Lawrence |Ind|R. Terry|       25|0.4%|False
kentucky|Lawrence |Grn|J. Stein|       11|0.2%|False
kentucky|Lawrence |GOP|M. Romney|     3,995|71.4%|True
kentucky|Lawrence |Lib|G. Johnson|       41|0.7%|False
kentucky|Lawrence |Dem|B. Obama (i)|     1,520|27.2%|False
kentucky|Woodford |Grn|J. Stein|       42|0.3%|False
kentucky|Woodford |Ind|R. Terry|       35|0.3%|False
kentucky|Woodford |GOP|M. Romney|     7,218|58.5%|True
kentucky|Woodford |Lib|G. Johnson|      153|1.2%|False
kentucky|Woodford |Dem|B. Obama (i)|     4,883|39.6%|False
kentucky|Daviess |Ind|R. Terry|      207|0.5%|False
kentucky|Daviess |Grn|J. Stein|      132|0.3%|False
kentucky|Daviess |GOP|M. Romney|    25,092|59.6%|True
kentucky|Daviess |Lib|G. Johnson|      440|1.0%|False
kentucky|Daviess |Dem|B. Obama (i)|    16,208|38.5%|False
kentucky|Menifee |Ind|R. Terry|       32|1.2%|False
kentucky|Menifee |Grn|J. Stein|       12|0.5%|False
kentucky|Menifee |GOP|M. Romney|     1,484|57.1%|True
kentucky|Menifee |Lib|G. Johnson|       22|0.8%|False
kentucky|Menifee |Dem|B. Obama (i)|     1,048|40.3%|False
kentucky|Magoffin |Ind|R. Terry|       47|1.0%|False
kentucky|Magoffin |Grn|J. Stein|        9|0.2%|False
kentucky|Magoffin |GOP|M. Romney|     3,391|69.1%|True
kentucky|Magoffin |Lib|G. Johnson|       25|0.5%|False
kentucky|Magoffin |Dem|B. Obama (i)|     1,433|29.2%|False
kentucky|McLean |Ind|R. Terry|       18|0.4%|False
kentucky|McLean |Grn|J. Stein|        9|0.2%|False
kentucky|McLean |GOP|M. Romney|     2,705|64.4%|True
kentucky|McLean |Lib|G. Johnson|       36|0.9%|False
kentucky|McLean |Dem|B. Obama (i)|     1,432|34.1%|False
kentucky|McCreary |Grn|J. Stein|       30|0.5%|False
kentucky|McCreary |Ind|R. Terry|       24|0.4%|False
kentucky|McCreary |GOP|M. Romney|     4,564|80.0%|True
kentucky|McCreary |Lib|G. Johnson|       17|0.3%|False
kentucky|McCreary |Dem|B. Obama (i)|     1,069|18.7%|False
kentucky|Crittenden |Grn|J. Stein|       16|0.4%|False
kentucky|Crittenden |Ind|R. Terry|       14|0.4%|False
kentucky|Crittenden |GOP|M. Romney|     2,839|73.7%|True
kentucky|Crittenden |Lib|G. Johnson|       25|0.6%|False
kentucky|Crittenden |Dem|B. Obama (i)|      960|24.9%|False
kentucky|Garrard |Ind|R. Terry|       26|0.4%|False
kentucky|Garrard |Grn|J. Stein|       14|0.2%|False
kentucky|Garrard |GOP|M. Romney|     5,310|75.0%|True
kentucky|Garrard |Lib|G. Johnson|       66|0.9%|False
kentucky|Garrard |Dem|B. Obama (i)|     1,661|23.5%|False
kentucky|Butler |Ind|R. Terry|       13|0.3%|False
kentucky|Butler |Grn|J. Stein|        6|0.1%|False
kentucky|Butler |GOP|M. Romney|     3,716|73.5%|True
kentucky|Butler |Lib|G. Johnson|       30|0.6%|False
kentucky|Butler |Dem|B. Obama (i)|     1,293|25.6%|False
kentucky|Franklin |Ind|R. Terry|      117|0.5%|False
kentucky|Franklin |Grn|J. Stein|      114|0.5%|False
kentucky|Franklin |Dem|B. Obama (i)|    11,535|49.4%|True
kentucky|Franklin |Lib|G. Johnson|      226|1.0%|False
kentucky|Franklin |GOP|M. Romney|    11,345|48.6%|False
kentucky|Green |Grn|J. Stein|       18|0.4%|False
kentucky|Green |Ind|R. Terry|       14|0.3%|False
kentucky|Green |GOP|M. Romney|     3,634|74.8%|True
kentucky|Green |Lib|G. Johnson|       25|0.5%|False
kentucky|Green |Dem|B. Obama (i)|     1,165|24.0%|False
kentucky|Logan |Ind|R. Terry|       49|0.5%|False
kentucky|Logan |Grn|J. Stein|       19|0.2%|False
kentucky|Logan |GOP|M. Romney|     6,899|65.6%|True
kentucky|Logan |Lib|G. Johnson|       73|0.7%|False
kentucky|Logan |Dem|B. Obama (i)|     3,469|33.0%|False
kentucky|Union |Ind|R. Terry|       29|0.5%|False
kentucky|Union |Grn|J. Stein|       19|0.3%|False
kentucky|Union |GOP|M. Romney|     3,952|66.1%|True
kentucky|Union |Lib|G. Johnson|       34|0.6%|False
kentucky|Union |Dem|B. Obama (i)|     1,941|32.5%|False
kentucky|Warren |Grn|J. Stein|      130|0.3%|False
kentucky|Warren |Ind|R. Terry|       86|0.2%|False
kentucky|Warren |GOP|M. Romney|    26,384|60.1%|True
kentucky|Warren |Lib|G. Johnson|      484|1.1%|False
kentucky|Warren |Dem|B. Obama (i)|    16,805|38.3%|False
kentucky|Fleming |Ind|R. Terry|       37|0.6%|False
kentucky|Fleming |Grn|J. Stein|       20|0.3%|False
kentucky|Fleming |GOP|M. Romney|     3,780|65.4%|True
kentucky|Fleming |Lib|G. Johnson|       34|0.6%|False
kentucky|Fleming |Dem|B. Obama (i)|     1,911|33.1%|False
kentucky|Martin |Ind|R. Terry|       24|0.6%|False
kentucky|Martin |Grn|J. Stein|       12|0.3%|False
kentucky|Martin |GOP|M. Romney|     3,180|83.2%|True
kentucky|Martin |Lib|G. Johnson|       34|0.9%|False
kentucky|Martin |Dem|B. Obama (i)|      574|15.0%|False
kentucky|Edmonson |Ind|R. Terry|       14|0.3%|False
kentucky|Edmonson |Grn|J. Stein|       14|0.3%|False
kentucky|Edmonson |GOP|M. Romney|     3,232|69.3%|True
kentucky|Edmonson |Lib|G. Johnson|       30|0.6%|False
kentucky|Edmonson |Dem|B. Obama (i)|     1,374|29.5%|False
kentucky|Nelson |Ind|R. Terry|       86|0.5%|False
kentucky|Nelson |Grn|J. Stein|       38|0.2%|False
kentucky|Nelson |GOP|M. Romney|    10,673|57.6%|True
kentucky|Nelson |Lib|G. Johnson|      124|0.7%|False
kentucky|Nelson |Dem|B. Obama (i)|     7,611|41.1%|False
kentucky|Caldwell |Ind|R. Terry|       38|0.6%|False
kentucky|Caldwell |Grn|J. Stein|       20|0.3%|False
kentucky|Caldwell |GOP|M. Romney|     3,904|66.6%|True
kentucky|Caldwell |Lib|G. Johnson|       46|0.8%|False
kentucky|Caldwell |Dem|B. Obama (i)|     1,852|31.6%|False
kentucky|Hickman |Ind|R. Terry|       13|0.6%|False
kentucky|Hickman |Grn|J. Stein|        2|0.1%|False
kentucky|Hickman |GOP|M. Romney|     1,431|66.9%|True
kentucky|Hickman |Lib|G. Johnson|        7|0.3%|False
kentucky|Hickman |Dem|B. Obama (i)|      686|32.1%|False
kentucky|Todd |Ind|R. Terry|       20|0.4%|False
kentucky|Todd |Grn|J. Stein|       20|0.4%|False
kentucky|Todd |GOP|M. Romney|     3,247|68.8%|True
kentucky|Todd |Lib|G. Johnson|       28|0.6%|False
kentucky|Todd |Dem|B. Obama (i)|     1,403|29.7%|False
kentucky|Bourbon |Ind|R. Terry|       41|0.5%|False
kentucky|Bourbon |Grn|J. Stein|       39|0.5%|False
kentucky|Bourbon |GOP|M. Romney|     4,692|59.3%|True
kentucky|Bourbon |Lib|G. Johnson|       62|0.8%|False
kentucky|Bourbon |Dem|B. Obama (i)|     3,075|38.9%|False
kentucky|Madison |Grn|J. Stein|      176|0.5%|False
kentucky|Madison |Ind|R. Terry|      131|0.4%|False
kentucky|Madison |GOP|M. Romney|    21,128|63.4%|True
kentucky|Madison |Lib|G. Johnson|      370|1.1%|False
kentucky|Madison |Dem|B. Obama (i)|    11,512|34.6%|False
kentucky|Taylor |Grn|J. Stein|       31|0.3%|False
kentucky|Taylor |Ind|R. Terry|       28|0.3%|False
kentucky|Taylor |GOP|M. Romney|     7,551|69.0%|True
kentucky|Taylor |Lib|G. Johnson|       52|0.5%|False
kentucky|Taylor |Dem|B. Obama (i)|     3,284|30.0%|False
kentucky|Gallatin |Ind|R. Terry|       22|0.7%|False
kentucky|Gallatin |Grn|J. Stein|       15|0.5%|False
kentucky|Gallatin |GOP|M. Romney|     1,758|57.5%|True
kentucky|Gallatin |Lib|G. Johnson|       27|0.9%|False
kentucky|Gallatin |Dem|B. Obama (i)|     1,238|40.5%|False
kentucky|Rockcastle |Ind|R. Terry|       23|0.4%|False
kentucky|Rockcastle |Grn|J. Stein|       16|0.3%|False
kentucky|Rockcastle |GOP|M. Romney|     5,028|80.9%|True
kentucky|Rockcastle |Lib|G. Johnson|       52|0.8%|False
kentucky|Rockcastle |Dem|B. Obama (i)|     1,097|17.6%|False
kentucky|Monroe |Ind|R. Terry|       16|0.3%|False
kentucky|Monroe |Grn|J. Stein|        9|0.2%|False
kentucky|Monroe |GOP|M. Romney|     3,762|79.3%|True
kentucky|Monroe |Lib|G. Johnson|       23|0.5%|False
kentucky|Monroe |Dem|B. Obama (i)|      936|19.7%|False
kentucky|Letcher |Ind|R. Terry|       77|0.9%|False
kentucky|Letcher |Grn|J. Stein|       31|0.4%|False
kentucky|Letcher |GOP|M. Romney|     6,811|77.8%|True
kentucky|Letcher |Lib|G. Johnson|      137|1.6%|False
kentucky|Letcher |Dem|B. Obama (i)|     1,702|19.4%|False
kentucky|Harrison |Ind|R. Terry|       44|0.6%|False
kentucky|Harrison |Grn|J. Stein|       34|0.5%|False
kentucky|Harrison |GOP|M. Romney|     4,556|63.6%|True
kentucky|Harrison |Lib|G. Johnson|       58|0.8%|False
kentucky|Harrison |Dem|B. Obama (i)|     2,471|34.5%|False
kentucky|Fayette |Grn|J. Stein|      805|0.6%|False
kentucky|Fayette |Ind|R. Terry|      321|0.3%|False
kentucky|Fayette |Dem|B. Obama (i)|    62,078|49.3%|True
kentucky|Fayette |Lib|G. Johnson|     1,824|1.4%|False
kentucky|Fayette |GOP|M. Romney|    60,793|48.3%|False
kentucky|Estill |Grn|J. Stein|       22|0.4%|False
kentucky|Estill |Ind|R. Terry|       20|0.4%|False
kentucky|Estill |GOP|M. Romney|     3,749|72.3%|True
kentucky|Estill |Lib|G. Johnson|       37|0.7%|False
kentucky|Estill |Dem|B. Obama (i)|     1,356|26.2%|False
kentucky|Hardin |Ind|R. Terry|      163|0.4%|False
kentucky|Hardin |Grn|J. Stein|      139|0.4%|False
kentucky|Hardin |GOP|M. Romney|    23,357|59.6%|True
kentucky|Hardin |Lib|G. Johnson|      339|0.9%|False
kentucky|Hardin |Dem|B. Obama (i)|    15,214|38.8%|False
kentucky|Simpson |Ind|R. Terry|       20|0.3%|False
kentucky|Simpson |Grn|J. Stein|        9|0.1%|False
kentucky|Simpson |GOP|M. Romney|     4,355|61.4%|True
kentucky|Simpson |Lib|G. Johnson|       55|0.8%|False
kentucky|Simpson |Dem|B. Obama (i)|     2,650|37.4%|False
kentucky|Wayne |Ind|R. Terry|       21|0.3%|False
kentucky|Wayne |Grn|J. Stein|       15|0.2%|False
kentucky|Wayne |GOP|M. Romney|     5,289|73.4%|True
kentucky|Wayne |Lib|G. Johnson|       30|0.4%|False
kentucky|Wayne |Dem|B. Obama (i)|     1,855|25.7%|False
kentucky|Henderson |Ind|R. Terry|       59|0.3%|False
kentucky|Henderson |Grn|J. Stein|       49|0.3%|False
kentucky|Henderson |GOP|M. Romney|    10,296|55.3%|True
kentucky|Henderson |Lib|G. Johnson|      119|0.6%|False
kentucky|Henderson |Dem|B. Obama (i)|     8,091|43.5%|False
kentucky|Marion |Ind|R. Terry|       34|0.5%|False
kentucky|Marion |Grn|J. Stein|       27|0.4%|False
kentucky|Marion |GOP|M. Romney|     3,800|51.9%|True
kentucky|Marion |Lib|G. Johnson|       37|0.5%|False
kentucky|Marion |Dem|B. Obama (i)|     3,418|46.7%|False
kentucky|Ohio |Ind|R. Terry|       56|0.6%|False
kentucky|Ohio |Grn|J. Stein|       26|0.3%|False
kentucky|Ohio |GOP|M. Romney|     6,470|67.1%|True
kentucky|Ohio |Lib|G. Johnson|      107|1.1%|False
kentucky|Ohio |Dem|B. Obama (i)|     2,987|31.0%|False
kentucky|Casey |Grn|J. Stein|       23|0.4%|False
kentucky|Casey |Ind|R. Terry|       22|0.4%|False
kentucky|Casey |GOP|M. Romney|     4,904|80.5%|True
kentucky|Casey |Lib|G. Johnson|       56|0.9%|False
kentucky|Casey |Dem|B. Obama (i)|     1,086|17.8%|False
rhode-island|Newport |PSL|P. Lindsay|       12|0.0%|False
rhode-island|Newport |Lib|G. Johnson|      402|1.0%|False
rhode-island|Newport |JP|R. Anderson|       37|0.1%|False
rhode-island|Newport |Dem|B. Obama (i)|    23,507|58.0%|True
rhode-island|Newport |Grn|J. Stein|      192|0.5%|False
rhode-island|Newport |CST|V. Goode|       52|0.1%|False
rhode-island|Newport |GOP|M. Romney|    16,343|40.3%|False
rhode-island|Providence |PSL|P. Lindsay|       66|0.0%|False
rhode-island|Providence |Lib|G. Johnson|     2,029|0.9%|False
rhode-island|Providence |JP|R. Anderson|      202|0.1%|False
rhode-island|Providence |Dem|B. Obama (i)|   156,022|66.6%|True
rhode-island|Providence |Grn|J. Stein|     1,203|0.5%|False
rhode-island|Providence |CST|V. Goode|      226|0.1%|False
rhode-island|Providence |GOP|M. Romney|    74,344|31.8%|False
rhode-island|Bristol |PSL|P. Lindsay|        6|0.0%|False
rhode-island|Bristol |Lib|G. Johnson|      227|0.9%|False
rhode-island|Bristol |JP|R. Anderson|       16|0.1%|False
rhode-island|Bristol |Dem|B. Obama (i)|    14,943|60.8%|True
rhode-island|Bristol |Grn|J. Stein|      143|0.6%|False
rhode-island|Bristol |CST|V. Goode|       12|0.0%|False
rhode-island|Bristol |GOP|M. Romney|     9,216|37.5%|False
rhode-island|Kent |PSL|P. Lindsay|       19|0.0%|False
rhode-island|Kent |Lib|G. Johnson|      890|1.2%|False
rhode-island|Kent |JP|R. Anderson|       83|0.1%|False
rhode-island|Kent |Dem|B. Obama (i)|    44,966|58.2%|True
rhode-island|Kent |Grn|J. Stein|      412|0.5%|False
rhode-island|Kent |CST|V. Goode|       91|0.1%|False
rhode-island|Kent |GOP|M. Romney|    30,786|39.9%|False
rhode-island|Washington |PSL|P. Lindsay|       21|0.0%|False
rhode-island|Washington |Lib|G. Johnson|      786|1.3%|False
rhode-island|Washington |JP|R. Anderson|       65|0.1%|False
rhode-island|Washington |Dem|B. Obama (i)|    34,904|57.3%|True
rhode-island|Washington |Grn|J. Stein|      420|0.7%|False
rhode-island|Washington |CST|V. Goode|       71|0.1%|False
rhode-island|Washington |GOP|M. Romney|    24,666|40.5%|False
nebraska|Thomas |PEC|R. Terry|        5|1.2%|False
nebraska|Thomas |GOP|M. Romney|      360|88.2%|True
nebraska|Thomas |Lib|G. Johnson|        1|0.2%|False
nebraska|Thomas |Dem|B. Obama (i)|       42|10.3%|False
nebraska|Morrill |PEC|R. Terry|       12|0.6%|False
nebraska|Morrill |GOP|M. Romney|     1,658|77.0%|True
nebraska|Morrill |Lib|G. Johnson|       32|1.5%|False
nebraska|Morrill |Dem|B. Obama (i)|      450|20.9%|False
nebraska|Keya Paha |PEC|R. Terry|        2|0.4%|False
nebraska|Keya Paha |GOP|M. Romney|      392|81.5%|True
nebraska|Keya Paha |Lib|G. Johnson|        7|1.5%|False
nebraska|Keya Paha |Dem|B. Obama (i)|       80|16.6%|False
nebraska|Dixon |PEC|R. Terry|       14|0.5%|False
nebraska|Dixon |GOP|M. Romney|     1,745|65.5%|True
nebraska|Dixon |Lib|G. Johnson|       37|1.4%|False
nebraska|Dixon |Dem|B. Obama (i)|      870|32.6%|False
nebraska|Gage |PEC|R. Terry|       57|0.6%|False
nebraska|Gage |GOP|M. Romney|     5,470|57.3%|True
nebraska|Gage |Lib|G. Johnson|      155|1.6%|False
nebraska|Gage |Dem|B. Obama (i)|     3,870|40.5%|False
nebraska|Boone |PEC|R. Terry|       17|0.6%|False
nebraska|Boone |GOP|M. Romney|     2,136|76.3%|True
nebraska|Boone |Lib|G. Johnson|       31|1.1%|False
nebraska|Boone |Dem|B. Obama (i)|      615|22.0%|False
nebraska|Grant |PEC|R. Terry|        4|1.1%|False
nebraska|Grant |GOP|M. Romney|      322|88.7%|True
nebraska|Grant |Lib|G. Johnson|        7|1.9%|False
nebraska|Grant |Dem|B. Obama (i)|       30|8.3%|False
nebraska|Valley |PEC|R. Terry|        6|0.3%|False
nebraska|Valley |GOP|M. Romney|     1,643|75.8%|True
nebraska|Valley |Lib|G. Johnson|       25|1.2%|False
nebraska|Valley |Dem|B. Obama (i)|      494|22.8%|False
nebraska|Boyd |PEC|R. Terry|        4|0.4%|False
nebraska|Boyd |GOP|M. Romney|      852|81.4%|True
nebraska|Boyd |Lib|G. Johnson|        5|0.5%|False
nebraska|Boyd |Dem|B. Obama (i)|      186|17.8%|False
nebraska|Garfield |PEC|R. Terry|        6|0.6%|False
nebraska|Garfield |GOP|M. Romney|      762|82.1%|True
nebraska|Garfield |Lib|G. Johnson|       13|1.4%|False
nebraska|Garfield |Dem|B. Obama (i)|      147|15.8%|False
nebraska|Cherry |PEC|R. Terry|       12|0.4%|False
nebraska|Cherry |GOP|M. Romney|     2,557|83.8%|True
nebraska|Cherry |Lib|G. Johnson|       47|1.5%|False
nebraska|Cherry |Dem|B. Obama (i)|      436|14.3%|False
nebraska|Keith |PEC|R. Terry|       13|0.3%|False
nebraska|Keith |GOP|M. Romney|     3,036|75.4%|True
nebraska|Keith |Lib|G. Johnson|       57|1.4%|False
nebraska|Keith |Dem|B. Obama (i)|      920|22.9%|False
nebraska|Harlan |PEC|R. Terry|        6|0.4%|False
nebraska|Harlan |GOP|M. Romney|     1,248|78.8%|True
nebraska|Harlan |Lib|G. Johnson|       19|1.2%|False
nebraska|Harlan |Dem|B. Obama (i)|      311|19.6%|False
nebraska|McPherson |PEC|R. Terry|        6|2.1%|False
nebraska|McPherson |GOP|M. Romney|      237|81.7%|True
nebraska|McPherson |Lib|G. Johnson|        6|2.1%|False
nebraska|McPherson |Dem|B. Obama (i)|       41|14.1%|False
nebraska|Platte |PEC|R. Terry|       60|0.5%|False
nebraska|Platte |GOP|M. Romney|     9,963|75.2%|True
nebraska|Platte |Lib|G. Johnson|      131|1.0%|False
nebraska|Platte |Dem|B. Obama (i)|     3,095|23.4%|False
nebraska|Dawes |PEC|R. Terry|       29|0.8%|False
nebraska|Dawes |GOP|M. Romney|     2,435|67.0%|True
nebraska|Dawes |Lib|G. Johnson|       68|1.9%|False
nebraska|Dawes |Dem|B. Obama (i)|     1,102|30.3%|False
nebraska|Jefferson |PEC|R. Terry|       16|0.5%|False
nebraska|Jefferson |GOP|M. Romney|     2,156|63.1%|True
nebraska|Jefferson |Lib|G. Johnson|       59|1.7%|False
nebraska|Jefferson |Dem|B. Obama (i)|     1,185|34.7%|False
nebraska|Sioux |PEC|R. Terry|        1|0.1%|False
nebraska|Sioux |GOP|M. Romney|      623|84.8%|True
nebraska|Sioux |Lib|G. Johnson|       10|1.4%|False
nebraska|Sioux |Dem|B. Obama (i)|      101|13.7%|False
nebraska|Pierce |PEC|R. Terry|       13|0.4%|False
nebraska|Pierce |GOP|M. Romney|     2,707|79.3%|True
nebraska|Pierce |Lib|G. Johnson|       57|1.7%|False
nebraska|Pierce |Dem|B. Obama (i)|      637|18.7%|False
nebraska|Dawson |PEC|R. Terry|       42|0.5%|False
nebraska|Dawson |GOP|M. Romney|     5,370|69.9%|True
nebraska|Dawson |Lib|G. Johnson|      111|1.4%|False
nebraska|Dawson |Dem|B. Obama (i)|     2,157|28.1%|False
nebraska|Merrick |PEC|R. Terry|       14|0.4%|False
nebraska|Merrick |GOP|M. Romney|     2,477|71.7%|True
nebraska|Merrick |Lib|G. Johnson|       45|1.3%|False
nebraska|Merrick |Dem|B. Obama (i)|      921|26.6%|False
nebraska|Hayes |PEC|R. Terry|        1|0.2%|False
nebraska|Hayes |GOP|M. Romney|      473|88.4%|True
nebraska|Hayes |Lib|G. Johnson|       11|2.1%|False
nebraska|Hayes |Dem|B. Obama (i)|       50|9.3%|False
nebraska|Otoe |PEC|R. Terry|       29|0.4%|False
nebraska|Otoe |GOP|M. Romney|     4,226|61.2%|True
nebraska|Otoe |Lib|G. Johnson|      108|1.6%|False
nebraska|Otoe |Dem|B. Obama (i)|     2,542|36.8%|False
nebraska|Richardson |PEC|R. Terry|       26|0.7%|False
nebraska|Richardson |GOP|M. Romney|     2,407|65.4%|True
nebraska|Richardson |Lib|G. Johnson|       67|1.8%|False
nebraska|Richardson |Dem|B. Obama (i)|     1,180|32.1%|False
nebraska|Antelope |PEC|R. Terry|       15|0.5%|False
nebraska|Antelope |GOP|M. Romney|     2,585|80.6%|True
nebraska|Antelope |Lib|G. Johnson|       38|1.2%|False
nebraska|Antelope |Dem|B. Obama (i)|      571|17.8%|False
nebraska|Washington |PEC|R. Terry|       26|0.3%|False
nebraska|Washington |GOP|M. Romney|     6,857|67.8%|True
nebraska|Washington |Lib|G. Johnson|      135|1.3%|False
nebraska|Washington |Dem|B. Obama (i)|     3,103|30.7%|False
nebraska|Kimball |PEC|R. Terry|       14|0.8%|False
nebraska|Kimball |GOP|M. Romney|     1,222|73.4%|True
nebraska|Kimball |Lib|G. Johnson|       38|2.3%|False
nebraska|Kimball |Dem|B. Obama (i)|      391|23.5%|False
nebraska|Knox |PEC|R. Terry|       25|0.6%|False
nebraska|Knox |GOP|M. Romney|     2,878|71.7%|True
nebraska|Knox |Lib|G. Johnson|       57|1.4%|False
nebraska|Knox |Dem|B. Obama (i)|     1,055|26.3%|False
nebraska|Rock |PEC|R. Terry|        4|0.5%|False
nebraska|Rock |GOP|M. Romney|      669|85.3%|True
nebraska|Rock |Lib|G. Johnson|        8|1.0%|False
nebraska|Rock |Dem|B. Obama (i)|      103|13.1%|False
nebraska|Johnson |PEC|R. Terry|        8|0.4%|False
nebraska|Johnson |GOP|M. Romney|     1,223|59.5%|True
nebraska|Johnson |Lib|G. Johnson|       36|1.8%|False
nebraska|Johnson |Dem|B. Obama (i)|      790|38.4%|False
nebraska|Wheeler |PEC|R. Terry|        0|0.0%|False
nebraska|Wheeler |GOP|M. Romney|      345|77.4%|True
nebraska|Wheeler |Lib|G. Johnson|        8|1.8%|False
nebraska|Wheeler |Dem|B. Obama (i)|       93|20.9%|False
nebraska|Saunders |PEC|R. Terry|       33|0.3%|False
nebraska|Saunders |GOP|M. Romney|     6,725|65.9%|True
nebraska|Saunders |Lib|G. Johnson|      166|1.6%|False
nebraska|Saunders |Dem|B. Obama (i)|     3,279|32.1%|False
nebraska|Webster |PEC|R. Terry|        6|0.3%|False
nebraska|Webster |GOP|M. Romney|     1,255|72.5%|True
nebraska|Webster |Lib|G. Johnson|       29|1.7%|False
nebraska|Webster |Dem|B. Obama (i)|      440|25.4%|False
nebraska|Saline |PEC|R. Terry|       18|0.4%|False
nebraska|Saline |GOP|M. Romney|     2,518|52.1%|True
nebraska|Saline |Lib|G. Johnson|       64|1.3%|False
nebraska|Saline |Dem|B. Obama (i)|     2,232|46.2%|False
nebraska|Phelps |PEC|R. Terry|       18|0.4%|False
nebraska|Phelps |GOP|M. Romney|     3,372|77.8%|True
nebraska|Phelps |Lib|G. Johnson|       71|1.6%|False
nebraska|Phelps |Dem|B. Obama (i)|      875|20.2%|False
nebraska|Red Willow |PEC|R. Terry|       18|0.4%|False
nebraska|Red Willow |GOP|M. Romney|     3,855|79.2%|True
nebraska|Red Willow |Lib|G. Johnson|       55|1.1%|False
nebraska|Red Willow |Dem|B. Obama (i)|      940|19.3%|False
nebraska|Nuckolls |PEC|R. Terry|        9|0.4%|False
nebraska|Nuckolls |GOP|M. Romney|     1,563|72.0%|True
nebraska|Nuckolls |Lib|G. Johnson|       31|1.4%|False
nebraska|Nuckolls |Dem|B. Obama (i)|      567|26.1%|False
nebraska|Dakota |PEC|R. Terry|       18|0.3%|False
nebraska|Dakota |GOP|M. Romney|     3,048|51.0%|True
nebraska|Dakota |Lib|G. Johnson|       80|1.3%|False
nebraska|Dakota |Dem|B. Obama (i)|     2,831|47.4%|False
nebraska|Pawnee |PEC|R. Terry|       12|0.9%|False
nebraska|Pawnee |GOP|M. Romney|      897|67.4%|True
nebraska|Pawnee |Lib|G. Johnson|       25|1.9%|False
nebraska|Pawnee |Dem|B. Obama (i)|      396|29.8%|False
nebraska|Thurston |PEC|R. Terry|        1|0.1%|False
nebraska|Thurston |Dem|B. Obama (i)|     1,153|57.9%|True
nebraska|Thurston |Lib|G. Johnson|       16|0.8%|False
nebraska|Thurston |GOP|M. Romney|      823|41.3%|False
nebraska|Nemaha |PEC|R. Terry|       17|0.5%|False
nebraska|Nemaha |GOP|M. Romney|     1,979|63.3%|True
nebraska|Nemaha |Lib|G. Johnson|       41|1.3%|False
nebraska|Nemaha |Dem|B. Obama (i)|     1,089|34.8%|False
nebraska|Furnas |PEC|R. Terry|        9|0.4%|False
nebraska|Furnas |GOP|M. Romney|     1,767|79.8%|True
nebraska|Furnas |Lib|G. Johnson|       17|0.8%|False
nebraska|Furnas |Dem|B. Obama (i)|      422|19.1%|False
nebraska|Lancaster |PEC|R. Terry|      289|0.2%|False
nebraska|Lancaster |GOP|M. Romney|    61,177|49.7%|True
nebraska|Lancaster |Lib|G. Johnson|     1,770|1.4%|False
nebraska|Lancaster |Dem|B. Obama (i)|    59,970|48.7%|False
nebraska|Douglas |PEC|R. Terry|      360|0.2%|False
nebraska|Douglas |GOP|M. Romney|   108,319|51.5%|True
nebraska|Douglas |Lib|G. Johnson|     2,561|1.2%|False
nebraska|Douglas |Dem|B. Obama (i)|    99,261|47.2%|False
nebraska|York |PEC|R. Terry|       19|0.3%|False
nebraska|York |GOP|M. Romney|     4,814|77.1%|True
nebraska|York |Lib|G. Johnson|       61|1.0%|False
nebraska|York |Dem|B. Obama (i)|     1,352|21.6%|False
nebraska|Box Butte |PEC|R. Terry|       24|0.5%|False
nebraska|Box Butte |GOP|M. Romney|     2,795|61.6%|True
